Gene	Sample	OTU	GeneCountPerGenome	OTUAbundanceInSample	CountContributedByOTU	ContributionPercentOfSample	ContributionPercentOfAllSamples	Kingdom	Phylum	Class	Order	Family	Genus	Species
K01361	sample1	290426	1.0	0.1	0.1	0.2	0.2
K01361	sample1	265267	1.0	0.4	0.4	0.8	0.8
K01362	sample1	290426	2.0	0.1	0.2	0.133333333333	0.08
K01362	sample1	265267	2.0	0.4	0.8	0.533333333333	0.32
K01362	sample1	61102	2.0	0.25	0.5	0.333333333333	0.2
K01362	sample2	248563	1.0	0.5	0.5	0.5	0.2
K01362	sample2	61102	2.0	0.25	0.5	0.5	0.2
K05844	sample1	290426	1.0	0.1	0.1	0.285714285714	0.166666666667
K05844	sample1	61102	1.0	0.25	0.25	0.714285714286	0.416666666667
K05844	sample2	61102	1.0	0.25	0.25	1.0	0.416666666667
K05845	sample1	265267	1.0	0.4	0.4	0.615384615385	0.444444444444
K05845	sample1	61102	1.0	0.25	0.25	0.384615384615	0.277777777778
K05845	sample2	61102	1.0	0.25	0.25	1.0	0.277777777778
K05846	sample1	290426	2.0	0.1	0.2	0.133333333333	0.08
K05846	sample1	265267	2.0	0.4	0.8	0.533333333333	0.32
K05846	sample1	61102	2.0	0.25	0.5	0.333333333333	0.2
K05846	sample2	248563	1.0	0.5	0.5	0.5	0.2
K05846	sample2	61102	2.0	0.25	0.5	0.5	0.2
K05847	sample1	290426	1.0	0.1	0.1	0.133333333333	0.0666666666667
K05847	sample1	265267	1.0	0.4	0.4	0.533333333333	0.266666666667
K05847	sample1	61102	1.0	0.25	0.25	0.333333333333	0.166666666667
K05847	sample2	248563	1.0	0.5	0.5	0.666666666667	0.333333333333
K05847	sample2	61102	1.0	0.25	0.25	0.333333333333	0.166666666667
K00500	sample1	61102	1.0	0.25	0.25	1.0	0.5
K00500	sample2	61102	1.0	0.25	0.25	1.0	0.5
K01101	sample1	290426	1.0	0.1	0.1	0.2	0.2
K01101	sample1	265267	1.0	0.4	0.4	0.8	0.8
K01104	sample1	290426	3.0	0.1	0.3	0.1875	0.0967741935484
K01104	sample1	265267	2.0	0.4	0.8	0.5	0.258064516129
K01104	sample1	61102	2.0	0.25	0.5	0.3125	0.161290322581
K01104	sample2	248563	2.0	0.5	1.0	0.666666666667	0.322580645161
K01104	sample2	61102	2.0	0.25	0.5	0.333333333333	0.161290322581
K05592	sample1	290426	1.0	0.1	0.1	0.133333333333	0.1
K05592	sample1	265267	1.0	0.4	0.4	0.533333333333	0.4
K05592	sample1	61102	1.0	0.25	0.25	0.333333333333	0.25
K05592	sample2	61102	1.0	0.25	0.25	1.0	0.25
K05591	sample1	61102	1.0	0.25	0.25	1.0	0.5
K05591	sample2	61102	1.0	0.25	0.25	1.0	0.5
K05596	sample1	61102	1.0	0.25	0.25	1.0	0.5
K05596	sample2	61102	1.0	0.25	0.25	1.0	0.5
K05595	sample1	61102	1.0	0.25	0.25	1.0	0.5
K05595	sample2	61102	1.0	0.25	0.25	1.0	0.5
K14540	sample1	290426	1.0	0.1	0.1	0.2	0.1
K14540	sample1	265267	1.0	0.4	0.4	0.8	0.4
K14540	sample2	248563	1.0	0.5	0.5	1.0	0.5
K02456	sample1	61102	2.0	0.25	0.5	1.0	0.5
K02456	sample2	61102	2.0	0.25	0.5	1.0	0.5
K02457	sample1	61102	1.0	0.25	0.25	1.0	0.5
K02457	sample2	61102	1.0	0.25	0.25	1.0	0.5
K02454	sample1	61102	2.0	0.25	0.5	1.0	0.5
K02454	sample2	61102	2.0	0.25	0.5	1.0	0.5
K02455	sample1	61102	1.0	0.25	0.25	1.0	0.5
K02455	sample2	61102	1.0	0.25	0.25	1.0	0.5
K02452	sample1	61102	1.0	0.25	0.25	1.0	0.5
K02452	sample2	61102	1.0	0.25	0.25	1.0	0.5
K02453	sample1	61102	1.0	0.25	0.25	1.0	0.5
K02453	sample2	61102	1.0	0.25	0.25	1.0	0.5
K02108	sample1	290426	1.0	0.1	0.1	0.133333333333	0.0666666666667
K02108	sample1	265267	1.0	0.4	0.4	0.533333333333	0.266666666667
K02108	sample1	61102	1.0	0.25	0.25	0.333333333333	0.166666666667
K02108	sample2	248563	1.0	0.5	0.5	0.666666666667	0.333333333333
K02108	sample2	61102	1.0	0.25	0.25	0.333333333333	0.166666666667
K02109	sample1	290426	1.0	0.1	0.1	0.133333333333	0.0666666666667
K02109	sample1	265267	1.0	0.4	0.4	0.533333333333	0.266666666667
K02109	sample1	61102	1.0	0.25	0.25	0.333333333333	0.166666666667
K02109	sample2	248563	1.0	0.5	0.5	0.666666666667	0.333333333333
K02109	sample2	61102	1.0	0.25	0.25	0.333333333333	0.166666666667
K02458	sample1	61102	1.0	0.25	0.25	1.0	0.5
K02458	sample2	61102	1.0	0.25	0.25	1.0	0.5
K02459	sample1	61102	1.0	0.25	0.25	1.0	0.5
K02459	sample2	61102	1.0	0.25	0.25	1.0	0.5
K03856	sample2	248563	1.0	0.5	0.5	1.0	1.0
K13014	sample1	61102	1.0	0.25	0.25	1.0	0.5
K13014	sample2	61102	1.0	0.25	0.25	1.0	0.5
K13275	sample1	290426	1.0	0.1	0.1	1.0	1.0
K03271	sample1	61102	1.0	0.25	0.25	1.0	0.5
K03271	sample2	61102	1.0	0.25	0.25	1.0	0.5
K03270	sample1	61102	1.0	0.25	0.25	1.0	0.5
K03270	sample2	61102	1.0	0.25	0.25	1.0	0.5
K03273	sample1	61102	1.0	0.25	0.25	1.0	0.5
K03273	sample2	61102	1.0	0.25	0.25	1.0	0.5
K03272	sample1	61102	2.0	0.25	0.5	1.0	0.5
K03272	sample2	61102	2.0	0.25	0.5	1.0	0.5
K07552	sample1	290426	1.0	0.1	0.1	0.166666666667	0.0909090909091
K07552	sample1	61102	2.0	0.25	0.5	0.833333333333	0.454545454545
K07552	sample2	61102	2.0	0.25	0.5	1.0	0.454545454545
K09908	sample1	61102	1.0	0.25	0.25	1.0	0.5
K09908	sample2	61102	1.0	0.25	0.25	1.0	0.5
K09903	sample1	290426	1.0	0.1	0.1	0.133333333333	0.0666666666667
