#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
Y0	1	2	6	1	4	1	6	6	4	2	1	2	5	4	5	6	1	5	6	5	2	3	4	1	3	6	2	3	5	5	7	3	4	5	2	1	1	5	4	3	3	2	4	4	6	3	6	7	2	3
Y1	4	3	6	6	2	3	1	4	5	3	1	3	3	1	1	6	5	5	5	6	2	2	2	5	2	7	1	2	5	4	7	3	2	4	6	5	2	6	4	3	1	3	6	4	6	1	4	5	1	4
Y2	6	4	5	6	2	2	5	2	1	4	5	3	3	1	1	6	1	4	2	5	1	3	3	4	2	7	2	1	4	5	5	3	3	1	4	6	2	5	2	3	4	5	6	6	7	3	6	6	1	4
Y3	6	3	3	1	3	4	4	5	6	5	1	3	5	6	5	1	6	7	4	5	6	4	5	4	1	4	3	4	7	3	2	2	5	6	1	1	2	1	4	3	6	2	1	2	6	2	2	3	5	2
Y4	5	2	3	1	3	2	1	6	5	1	2	3	6	5	5	6	4	6	4	7	1	6	6	6	4	4	3	1	6	2	2	4	1	5	4	4	3	4	5	3	5	1	2	3	7	2	3	2	5	1
Y5	4	2	2	2	4	3	1	2	4	4	3	3	6	4	4	5	5	1	6	6	5	6	6	7	6	5	3	2	7	2	1	2	1	5	4	1	3	6	5	3	5	4	2	3	6	1	3	1	5	1
Y6	1	4	6	1	6	5	3	1	3	1	4	7	2	3	2	6	4	1	7	5	2	4	2	2	6	6	4	5	1	4	4	6	1	3	5	2	5	1	5	4	3	3	5	3	6	3	2	2	5	6
Y7	1	3	7	6	6	1	2	4	2	3	2	7	1	3	3	2	6	4	2	2	1	5	1	3	6	5	4	5	2	5	2	6	1	1	6	4	5	3	4	6	5	3	5	4	6	3	4	1	5	4
Y8	5	3	6	2	6	4	2	4	4	3	3	7	6	4	3	2	7	5	6	1	2	4	1	1	2	6	3	6	1	5	1	5	3	4	4	5	5	1	5	5	6	2	1	2	6	3	3	2	4	1
Y9	1	5	5	6	4	4	4	4	2	2	1	1	2	3	1	6	5	6	1	3	1	7	6	6	7	2	5	2	6	4	3	4	2	1	5	3	4	6	6	5	2	2	3	4	5	3	1	5	3	3
Y10	2	6	5	5	4	3	3	1	1	4	6	1	1	3	1	6	6	4	1	4	2	7	5	2	1	2	2	3	7	3	4	3	2	2	5	4	3	6	5	5	6	5	4	5	6	3	6	1	4	2
Y11	4	1	6	5	3	2	3	2	2	1	6	3	3	3	4	6	6	6	2	4	3	7	4	1	3	2	1	2	6	4	3	1	2	5	1	5	4	5	5	5	1	1	5	6	7	2	6	4	4	5
Y12	1	7	2	6	1	5	2	3	2	5	5	2	4	1	3	6	5	3	2	7	5	6	1	6	1	4	5	3	6	4	2	3	6	4	6	3	4	5	1	2	3	6	1	4	1	3	2	4	5	4
Y13	2	7	1	6	6	6	3	2	2	5	6	3	2	1	3	5	5	2	4	7	6	6	1	6	2	4	6	4	3	5	5	3	5	3	1	3	4	3	2	5	4	2	1	4	1	4	5	1	1	4
Y14	5	6	4	1	5	4	3	7	3	5	5	1	4	2	2	4	3	1	1	6	1	4	5	6	3	1	7	6	2	6	3	1	4	3	2	3	6	5	4	6	5	2	6	2	3	2	5	4	2	1
Y15	5	5	5	2	6	2	3	1	3	6	1	3	5	3	3	4	5	2	1	6	1	4	6	2	4	6	7	4	3	6	2	5	6	4	2	1	7	4	1	5	1	2	5	4	6	3	1	4	2	3
