oxygen_availability	High_O2	Mid_O2	Low_O2	Mid_O2	Low_O2	Low_O2	High_O2	Mid_O2	High_O2	Mid_O2	High_O2	High_O2	High_O2	Mid_O2	Mid_O2	High_O2	High_O2	High_O2	High_O2	High_O2	High_O2	High_O2	Mid_O2	High_O2	Mid_O2	Mid_O2	Mid_O2	Mid_O2	High_O2	Low_O2	Mid_O2	Mid_O2	Mid_O2	Mid_O2	High_O2	Low_O2	High_O2	High_O2	High_O2	High_O2	Low_O2	Low_O2	High_O2	High_O2	High_O2	High_O2	High_O2	Low_O2	High_O2	High_O2	Low_O2	High_O2	High_O2	Low_O2	High_O2
body_site	ear	oral	gut	oral	gut	gut	nasal	vagina	skin	oral	ear	ear	nasal	oral	oral	nasal	ear	skin	ear	skin	nasal	ear	oral	ear	oral	vagina	oral	oral	ear	gut	vagina	vagina	vagina	oral	nasal	gut	skin	ear	ear	skin	gut	gut	nasal	nasal	nasal	skin	nasal	gut	skin	skin	gut	skin	nasal	gut	skin
subject_id	158721788	158721788	159146620	159005010	159166850	158742018	159005010	159005010	159005010	159146620	159146620	159005010	158802708	158398106	159085930	158398106	158398106	158398106	159085930	158984779	158984779	158984779	158984779	158742018	159166850	158984779	158742018	159713063	159713063	158802708	158742018	159713063	159085930	158802708	159713063	158398106	159146620	159166850	158802708	159166850	159085930	158721788	159146620	159085930	158742018	158742018	158721788	158984779	159713063	158802708	159713063	158721788	159166850	159005010	159085930
Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria	0.999994	0.99999	0.99999	0.999984	0.999988	0.999995	0.999966	0.999988	0.999927	0.999981	0.999993	0.999989	0.999995	0.999982	0.999996	0.999986	0.999991	0.999978	0.999997	0.999995	0.999994	0.999996	0.99998	0.999987	0.999996	0.999992	0.999982	0.999975	0.999995	0.999984	0.999996	0.999997	0.999998	0.999991	0.999995	0.999987	0.999963	0.999992	0.999982	0.999996	0.999989	0.999996	0.999992	0.999994	0.999972	0.999964	0.999995	0.999992	0.999964	0.999979	0.999996	0.999976	0.999986	0.999996	0.999954
Bacteria|Acidobacteria	5.0412e-05	8.65194e-05	8.39666e-05	0.000133753	0.000105843	4.42918e-05	0.000514972	9.93365e-05	0.000616591	0.000158409	6.1136e-05	9.17178e-05	4.35707e-05	0.000156226	3.78797e-05	0.000120653	7.37655e-05	0.000184021	2.69352e-05	4.22678e-05	4.84095e-05	3.63948e-05	0.000170794	0.00011398	3.82216e-05	6.42829e-05	0.000151887	0.000215951	4.38699e-05	0.000132867	3.5706e-05	2.38169e-05	1.5029e-05	7.33029e-05	4.08258e-05	0.000112806	0.00049402	6.83395e-05	0.00015638	3.61206e-05	9.4151e-05	3.39719e-05	6.74513e-05	5.1834e-05	0.000477524	0.000303512	4.19092e-05	7.12179e-05	0.000304823	0.000182209	3.08447e-05	0.000203523	0.000122335	3.03123e-05	0.000388847
Bacteria|Acidobacteria|Acidobacteria_Gp10|Gp10	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	0.000199282	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Acidobacteria|Acidobacteria_Gp11|Gp11	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Acidobacteria|Acidobacteria_Gp16|Gp16	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Acidobacteria|Acidobacteria_Gp17|Gp17	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
Bacteria|Acidobacteria|Acidobacteria_Gp1|Gp1	2.96541e-06	5.08937e-06	4.93921e-06	7.86782e-06	6.22604e-06	2.6054e-06	1.70709e-05	5.84333e-06	3.627e-05	9.31818e-06	3.59624e-06	5.39517e-06	2.56298e-06	9.18974e-06	2.22822e-06	7.09722e-06	4.33915e-06	1.08248e-05	1.58443e-06	2.48634e-06	2.84762e-06	2.14087e-06	1.00467e-05	6.70471e-06	2.24833e-06	3.78135e-06	8.93455e-06	1.2703e-05	2.58058e-06	7.8157e-06	2.10035e-06	1.40099e-06	8.84061e-07	4.31194e-06	2.40152e-06	6.63564e-06	1.84211e-05	4.01997e-06	9.19881e-06	2.12474e-06	5.53829e-06	1.99835e-06	3.96772e-06	3.04906e-06	1.42241e-05	1.78537e-05	2.46524e-06	4.18929e-06	1.79308e-05	1.07182e-05	1.8144e-06	1.1972e-05	7.19617e-06	1.78307e-06	2.28733e-05
